# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 30 02:35:22 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_radestr > 0
# CONSTRAINT:  and pl_massestr > 0)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-74 b,Kepler-74,0,1,1,14.80000000,1.57000000,-1.57000000,0,216.12000000,28.60000000,-28.60000000,0,1.400000,0.140000,-0.110000,0
HAT-P-8 b,HAT-P-8,0,3,1,14.80706350,0.44835923,-0.44835923,0,405.23121893,19.38753283,-19.38753283,0,1.192000,0.075000,-0.075000,0
WASP-4 b,WASP-4,0,1,1,14.80708900,0.43715100,-0.43715100,0,376.94638000,28.60470000,-31.14734000,0,0.864000,0.084000,-0.090000,0
Gaia-2 b,Gaia-2,1,1,1,14.81827249,0.14571675,-0.14571675,0,259.66580852,14.93793513,-14.93793513,0,1.000000,0.095000,-0.095000,0
WASP-188 b,WASP-188,1,1,1,14.81827249,0.57165802,-0.57165802,0,458.62639130,94.07720847,-94.71286529,0,1.500000,0.090000,-0.090000,0
KELT-23 A b,KELT-23 A,1,2,1,14.82950700,0.28022500,-0.28022500,0,298.12454000,15.25584000,-13.98452000,0,0.944000,0.060000,-0.054000,0
Kepler-6 b,Kepler-6,0,1,1,14.83000000,0.29100000,-0.32500000,0,212.61900000,7.94500000,-9.53400000,0,1.209000,0.044000,-0.038000,0
HAT-P-55 b,HAT-P-55,1,1,1,14.84069045,0.25780656,-0.24659758,0,189.42573057,23.20147371,-22.88364530,0,1.028000,0.050000,-0.048000,0
Kepler-412 b,Kepler-412,0,1,1,14.85192500,0.48198700,-0.48198700,0,294.62841000,24.15508000,-22.56593000,0,1.167000,0.091000,-0.091000,0
Kepler-412 b,Kepler-412,0,1,1,14.85200000,0.48200000,-0.48200000,0,298.43000000,27.01400000,-27.01400000,0,1.167000,0.091000,-0.091000,0
NGTS-6 b,NGTS-6,1,1,1,14.86313400,1.08727300,-1.25540800,0,425.57437000,8.89924000,-8.89924000,0,0.767000,0.025000,-0.025000,0
WASP-36 b,WASP-36,1,2,1,14.87434300,0.23538900,-0.23538900,0,750.39663000,22.24810000,-22.24810000,0,1.081000,0.034000,-0.034000,0
NGTS-26 b,NGTS-26,1,1,1,14.88552637,0.66132986,-0.53803107,0,92.80589484,20.65884645,-19.06970442,0,0.960000,0.040000,-0.030000,0
HATS-18 b,HATS-18,1,1,1,14.89676100,0.84067500,-0.84067500,0,629.14448500,24.15508000,-24.15508000,0,1.037000,0.047000,-0.047000,0
NGTS-21 b,NGTS-21,1,1,1,14.90794433,0.33626942,-0.33626942,0,750.07504052,66.74396547,-66.74396547,0,0.720000,0.040000,-0.040000,0
WASP-102 b,WASP-102,1,1,1,14.90794433,0.56044903,-0.56044903,0,197.68926915,42.27117813,-42.27117813,0,1.080000,0.070000,-0.070000,0
HAT-P-6 b,HAT-P-6,0,1,1,14.90797000,0.71737600,-0.65012200,0,336.58197000,16.84499000,-16.52716000,0,1.290000,0.066000,,0
HAT-P-6 b,HAT-P-6,0,1,1,14.90797000,0.68374900,-0.68374900,0,351.51998000,12.39537000,-12.71320000,0,1.290000,0.060000,-0.060000,0
HATS-41 b,HATS-41,1,1,1,14.90797000,3.25061000,-2.24180000,0,3082.95100000,508.52800000,-508.52800000,0,1.496000,0.115000,-0.078000,0
Kepler-17 b,Kepler-17,0,1,1,14.90797000,0.44836000,-0.44836000,0,785.04010000,38.13960000,-34.96130000,0,1.160000,0.060000,-0.060000,0
NGTS-1 b,NGTS-1,1,1,1,14.90797000,6.83749000,-3.69897000,0,258.07796000,20.97678000,-23.83725000,0,0.617000,0.023000,-0.062000,0
WASP-100 b,WASP-100,1,2,1,14.90797000,1.56926000,-1.56926000,0,400.46580000,143.02350000,-143.02350000,0,0.770000,0.420000,-0.420000,0
WASP-184 b,WASP-184,1,1,1,14.90797000,1.00881000,-1.00881000,0,181.16310000,31.78300000,-31.78300000,0,1.230000,0.070000,-0.070000,0
WASP-36 b,WASP-36,0,2,1,14.90797000,0.33627000,-0.32506100,0,729.41985000,18.43414000,-18.43414000,0,,,,
WASP-4 b,WASP-4,0,1,1,14.90797000,1.79344000,-1.79344000,0,386.48128000,4.13179000,-4.13179000,0,0.890000,0.010000,-0.010000,0
WASP-4 b,WASP-4,0,1,1,14.90797000,3.02643000,-3.02643000,0,375.03940000,152.55840000,-152.55840000,0,0.870000,0.530000,-0.530000,0
WASP-4 b,WASP-4,0,1,1,14.90797000,1.79344000,-1.79344000,0,371.86110000,4.76745000,-4.76745000,0,0.890000,0.010000,-0.010000,0
WASP-55 b,WASP-55,0,2,1,14.90797000,1.45717000,-1.45717000,0,193.87630000,41.31790000,-41.31790000,0,1.110000,0.350000,-0.350000,0
WASP-63 b,WASP-63,0,1,1,14.90797000,2.69016000,-2.69016000,0,107.74437000,9.53490000,-9.53490000,0,1.100000,0.040000,-0.060000,0
WASP-7 b,WASP-7,1,1,1,14.90797000,1.04243700,-1.04243700,0,305.11680000,41.31790000,-41.31790000,0,1.276000,0.065000,-0.065000,0
HAT-P-6 b,HAT-P-6,0,1,1,14.90800000,0.68400000,-0.68400000,0,335.93200000,37.82000000,-37.82000000,0,1.290000,0.060000,-0.060000,0
XO-4 b,XO-4,0,1,1,14.91000000,0.56000000,-0.56000000,0,565.71000000,25.43000000,-25.43000000,0,,,,
HAT-P-35 b,HAT-P-35,0,3,1,14.93000000,1.09800000,-1.09800000,0,334.97900000,10.48800000,-10.48800000,0,1.236000,0.048000,,0
HAT-P-4 b,HAT-P-4,0,2,1,14.93000000,0.58300000,-0.58300000,0,216.12000000,12.71000000,-12.71000000,0,1.260000,0.140000,,0
HAT-P-58 b,HAT-P-58,1,1,1,14.93036229,0.48198617,-0.48198617,0,118.23216740,9.53485221,-9.53485221,0,1.031000,0.028000,-0.028000,0
HAT-P-35 b,HAT-P-35,1,3,1,14.93038800,1.09848200,-1.09848200,0,335.62848000,10.48839000,-10.48839000,0,1.236000,0.048000,-0.048000,0
WASP-39 b,WASP-39,0,1,1,14.93038800,0.38110600,-0.34747900,0,89.94589000,13.03103000,-13.03103000,0,,,,
WASP-55 b,WASP-55,0,2,1,14.96401500,0.35868800,-0.24659800,0,199.27941000,12.07754000,-12.39537000,0,1.162000,0.036000,-0.039000,0
TrES-3 b,TrES-3,1,1,1,14.97500000,0.34700000,-0.41500000,0,607.03000000,23.83600000,-25.42500000,0,0.928000,0.028000,-0.048000,0
TrES-3 b,TrES-3,0,1,1,14.97522400,0.34747900,-0.41473300,0,572.41183000,24.79074000,-26.37989000,0,0.928000,0.028000,-0.048000,0
WASP-124 b,WASP-124,0,1,1,14.98640720,0.31385146,-0.36989636,0,183.38699084,18.11621920,-17.79839079,0,1.157000,0.016000,-0.015000,0
HAT-P-4 b,HAT-P-4,0,2,1,14.98643300,0.88551100,-0.40352400,0,216.12440000,14.62018000,-9.53490000,0,1.271000,0.120000,-0.070000,0
HATS-18 b,HATS-18,0,1,1,14.98643300,1.14331800,-0.54924100,0,629.30340000,24.47291000,-24.47291000,0,1.037000,0.047000,-0.047000,0
WASP-114 b,WASP-114,1,2,1,15.00885100,0.71737600,-0.71737600,0,562.24127000,20.34112000,-20.34112000,0,1.289000,0.053000,-0.053000,0
HAT-P-30 b,HAT-P-30,0,2,1,15.02000000,0.72900000,-0.72900000,0,225.96800000,8.89900000,-8.89900000,0,1.242000,0.041000,-0.041000,0
TOI-2420 b,TOI-2420,1,1,1,15.02003414,0.82946457,-0.80704661,0,294.62693329,27.01541459,-25.10844415,0,1.158000,0.098000,-0.098000,0
HAT-P-30 b,HAT-P-30,0,2,1,15.02006000,0.72858500,-0.72858500,0,237.10118000,6.35660000,-6.67443000,0,1.242000,0.041000,-0.041000,0
HATS-53 b,HATS-53,1,1,1,15.02006000,0.62770400,-0.62770400,0,189.10885000,28.28687000,-28.28687000,0,0.964000,0.040000,-0.040000,0
WASP-62 b,WASP-62,0,1,1,15.02006000,0.56045000,-0.33627000,0,184.34140000,9.53490000,-9.53490000,0,1.280000,0.040000,-0.040000,0
XO-4 b,XO-4,0,1,1,15.02006000,0.56045000,-0.56045000,0,512.34196000,8.58141000,-8.89924000,0,1.320000,0.020000,-0.020000,0
Kepler-412 b,Kepler-412,1,1,1,15.03126900,0.49319600,-0.51561400,0,299.07803000,39.72875000,-6.03877000,0,1.167000,0.091000,-0.091000,0
WASP-4 b,WASP-4,0,1,1,15.03126900,0.25780700,-0.32506100,0,397.28750000,15.89150000,-16.20933000,0,0.930000,0.054000,-0.053000,0
HAT-P-7 b,HAT-P-7,0,3,1,15.04300000,0.76200000,-0.76200000,0,564.44200000,24.47200000,-24.47200000,0,1.347000,0.253454,-0.181040,0
CoRoT-12 b,CoRoT-12,0,1,1,15.06489600,0.82946600,-0.79583900,0,277.46559000,25.74423000,-24.79074000,0,1.000000,0.100000,-0.100000,0
KELT-3 b,KELT-3,0,2,1,15.07600000,0.80700000,-0.80700000,0,469.41500000,20.97600000,-20.34000000,0,1.278000,0.063000,-0.061000,0
TOI-5340 b,TOI-5340,1,1,1,15.07607904,0.57165802,-0.54924005,0,270.15414595,79.45710175,-79.45710175,0,1.350000,0.070000,-0.150000,0
KELT-3 b,KELT-3,0,2,1,15.07610500,0.80704800,-0.80704800,0,469.75274000,20.02329000,-19.70546000,0,1.278000,0.063000,-0.061000,0
TOI-2109 b,TOI-2109,1,1,1,15.09849700,0.52682209,-0.52682209,0,1595.49860314,238.37130525,-238.37130525,0,1.453000,0.074000,-0.074000,0
TOI-4377 b,TOI-4377,1,1,1,15.10970598,0.90792744,-0.90792744,0,304.16178550,28.28672822,-27.65107141,0,1.360000,0.080000,-0.070000,0
WASP-4 b,WASP-4,1,1,1,15.12091496,0.12329879,-0.13450777,0,381.39408840,10.17050902,-9.53485221,0,0.899000,0.033000,-0.031000,0
KELT-11 b,KELT-11,1,1,1,15.13212395,1.12089807,-1.12089807,0,65.15482343,5.40308292,-5.40308292,0,1.440000,0.070000,-0.070000,0
KELT-3 b,KELT-3,0,2,1,15.13212395,0.78462865,-0.78462865,0,467.20775829,22.24798849,-22.24798849,0,1.280000,0.060000,-0.060000,0
WASP-71 b,WASP-71,0,1,1,15.13212395,1.45716749,-0.78462865,0,680.15279098,25.42627256,-25.42627256,0,1.530000,0.070000,-0.060000,0
CoRoT-12 b,CoRoT-12,0,1,1,15.13215000,0.84067500,-0.84067500,0,281.91521000,25.10857000,-25.10857000,0,1.018000,0.093000,-0.093000,0
HAT-P-34 b,HAT-P-34,0,1,1,15.13215000,2.57807000,-2.57807000,0,2227.98830000,874.03250000,-874.03250000,0,4.260000,2.470000,-2.470000,0
HATS-12 b,HATS-12,0,1,1,15.13215000,1.90553000,-1.90553000,0,756.43540000,34.96130000,-34.96130000,0,1.489000,0.071000,-0.071000,0
K2-34 b,K2-34,0,1,1,15.13215000,0.75100300,-0.75100300,0,559.38080000,41.31790000,-41.31790000,0,1.281000,0.055000,-0.091000,0
KELT-11 b,KELT-11,0,1,1,15.13215000,1.12090000,-1.12090000,0,54.34893000,4.76745000,-4.76745000,0,1.440000,0.070000,-0.070000,0
KELT-2 A b,KELT-2 A,1,2,1,15.13215000,0.89672000,-0.89672000,0,540.31100000,69.92260000,-69.92260000,0,1.540000,0.280000,-0.280000,0
TOI-3894 b,TOI-3894,0,1,1,15.15454191,0.59407598,-0.58286700,0,279.68899816,47.67426105,-47.67426105,0,1.138000,0.089000,-0.075000,0
WASP-28 b,WASP-28,0,1,1,15.17700000,1.86100000,-1.86100000,0,285.71700000,11.12400000,-11.12400000,0,1.011000,0.028000,-0.028000,0
HAT-P-36 b,HAT-P-36,0,1,1,15.21061300,0.39231500,-0.38110600,0,611.82275000,27.01555000,-25.74423000,0,1.049000,0.048000,-0.046000,0
WASP-4 b,WASP-4,0,1,1,15.21061300,0.40352400,-0.39231500,0,393.15571000,20.65895000,-20.97678000,0,0.914000,0.071000,-0.071000,0
TOI-3894 b,TOI-3894,0,1,1,15.22179579,0.60528496,-0.58286700,0,270.15414595,47.67426105,-47.67426105,0,1.138000,0.089000,-0.075000,0
TOI-4773 b,TOI-4773,1,1,1,15.22179579,0.54924005,-0.53803107,0,1687.66884117,111.23994245,-108.06165838,0,1.452000,0.082000,-0.075000,0
HD 209458 b,HD 209458,0,1,1,15.23300000,0.17900000,-0.21300000,0,217.70400000,4.76700000,-4.44900000,0,1.119000,0.033000,-0.033000,0
HD 209458 b,HD 209458,0,1,1,15.23303100,0.17934400,-0.21297100,0,216.76006000,4.44962000,-4.76745000,0,1.119000,0.033000,-0.033000,0
OGLE-TR-211 b,OGLE-TR-211,1,1,1,15.24400000,2.01800000,-1.00900000,0,327.35100000,63.56300000,-63.56300000,0,1.330000,0.050000,-0.050000,0
KELT-24 b,KELT-24,0,2,1,15.24421375,0.56044903,-0.56044903,0,1334.87930940,63.56568140,-63.56568140,0,1.300000,0.040000,-0.030000,0
TOI-1516 b,TOI-1516,1,1,1,15.24421375,0.33626942,-0.33626942,0,1004.33776612,38.13940884,-38.13940884,0,1.140000,0.060000,-0.060000,0
WASP-149 b,WASP-149,1,1,1,15.24421375,0.67253884,-0.67253884,0,314.96795134,62.29436777,-62.29436777,0,1.050000,0.060000,-0.060000,0
HAT-P-1 b,HAT-P-1,0,2,1,15.24424000,1.23299000,-1.00881000,0,168.44990000,12.71320000,-12.71320000,0,1.120000,0.090000,-0.090000,0
HD 209458 b,HD 209458,0,1,1,15.24424000,,,0,219.30270000,,,0,1.130000,0.178227,-0.126458,0
Kepler-76 b,Kepler-76,1,1,1,15.24424000,1.34508000,-1.34508000,0,638.83830000,117.59710000,-111.24050000,0,1.200000,0.200000,-0.200000,0
TrES-2 b,TrES-2,1,2,1,15.24424000,0.89672000,-0.89672000,0,473.56670000,69.92260000,-69.92260000,0,1.360000,0.300000,-0.300000,0
WASP-74 b,WASP-74,1,1,1,15.24424000,1.12090000,-1.12090000,0,228.83760000,38.13960000,-38.13960000,0,0.980000,0.240000,-0.240000,0
TOI-2818 b,TOI-2818,1,1,1,15.27784069,0.51561311,-0.50440413,0,225.65816897,82.63538582,-82.63538582,0,0.977000,0.063000,-0.049000,0
TOI-3894 b,TOI-3894,1,1,1,15.27784069,0.61649394,-0.57165802,0,260.61929374,44.49597698,-44.49597698,0,1.138000,0.089000,-0.075000,0
OGLE-TR-56 b,OGLE-TR-56,0,1,1,15.27786700,1.03122800,-1.00881000,0,1048.83900000,1271.32000000,-508.52800000,0,1.228000,0.072000,-0.078000,0
WASP-7 b,WASP-7,0,1,1,15.27786700,1.04243700,-1.04243700,0,344.20989000,29.55819000,-27.96904000,0,1.285000,0.063000,-0.063000,0
WASP-7 b,WASP-7,0,1,1,15.27786700,1.04243700,-1.04243700,0,305.11680000,41.31790000,-41.31790000,0,1.285000,0.066000,-0.066000,0
WTS-2 b,WTS-2,0,1,1,15.27786700,0.68374900,-0.68374900,0,403.64410000,60.38770000,-66.74430000,0,0.820000,0.080000,-0.080000,0
WTS-2 b,WTS-2,1,1,1,15.27786700,0.68374900,-0.68374900,0,355.96960000,50.85280000,-50.85280000,0,0.820000,0.082000,-0.082000,0
HAT-P-7 b,HAT-P-7,0,3,1,15.27800000,2.18600000,-0.97500000,0,564.44200000,24.47200000,-15.57300000,0,,,,
OGLE-TR-56 b,OGLE-TR-56,1,1,1,15.27800000,1.03100000,-1.00900000,0,441.77000000,57.21000000,-54.03000000,0,1.228000,0.072000,-0.078000,0
WASP-4 b,WASP-4,0,1,1,15.28907600,0.32506100,-0.32506100,0,396.96967000,16.52716000,-16.52716000,0,0.927000,0.056000,-0.056000,0
HAT-P-4 b,HAT-P-4,0,2,1,15.32270300,0.58286800,-0.49319600,0,176.71348000,21.61244000,-21.61244000,0,0.556000,0.068000,-0.068000,0
Kepler-91 b,Kepler-91,1,1,1,15.32270300,0.77342100,-0.67254000,0,257.44230000,57.20940000,-54.03110000,0,1.310000,0.100000,-0.100000,0
HAT-P-23 b,HAT-P-23,0,1,1,15.33391200,1.00881000,-1.00881000,0,626.12510000,38.13960000,-38.13960000,0,1.130000,0.035000,-0.035000,0
HAT-P-23 b,HAT-P-23,1,1,1,15.33400000,1.00900000,-1.00900000,0,664.23700000,35.27800000,-35.27800000,0,1.130000,0.035000,-0.035000,0
XO-7 b,XO-7,0,1,1,15.35630356,0.33626942,-0.33626942,0,225.65816897,9.53485221,-9.53485221,0,1.405000,0.059000,-0.059000,0
HAT-P-23 b,HAT-P-23,0,1,1,15.35633000,,,0,664.26470000,34.96130000,-34.96130000,0,,,,
KELT-11 b,KELT-11,0,1,1,15.35633000,1.68135000,-1.34508000,0,61.97685000,6.03877000,-5.72094000,0,1.438000,0.061000,-0.052000,0
WASP-127 b,WASP-127,0,2,1,15.35633000,0.44836000,-0.44836000,0,57.20940000,6.35660000,-6.35660000,0,1.080000,0.030000,-0.030000,0
WASP-58 b,WASP-58,0,2,1,15.35633000,2.24180000,-2.24180000,0,285.72917000,23.51942000,-22.88376000,0,0.940000,0.100000,-0.100000,0
WASP-58 b,WASP-58,0,2,1,15.36000000,2.24000000,-2.24000000,0,282.86000000,22.25000000,-22.25000000,0,0.940000,0.100000,-0.100000,0
WASP-4 b,WASP-4,0,1,1,15.36753900,0.42594200,-0.39231500,0,409.68287000,31.14734000,-23.20159000,0,0.940000,0.073000,-0.069000,0
XO-7 b,XO-7,1,1,1,15.38995700,0.29143400,-0.29143400,0,225.34147000,10.80622000,-10.80622000,0,1.405000,0.059000,-0.059000,0
TOI-778 b,TOI-778,1,1,1,15.40000000,0.50000000,-0.50000000,0,878.00000000,77.00000000,-72.00000000,0,1.400000,0.050000,-0.050000,0
WASP-7 b,WASP-7,0,1,1,15.40116600,1.05364600,-1.05364600,0,311.47340000,41.31790000,-41.31790000,0,1.317000,0.072000,-0.072000,0
WASP-19 b,WASP-19,0,1,1,15.42358400,0.51561400,-0.51561400,0,370.27195000,21.61244000,-21.61244000,0,0.968000,0.084000,-0.079000,0
K2-34 b,K2-34,0,1,1,15.43479300,1.56926000,-1.45717000,0,539.67534000,19.38763000,-15.89150000,0,1.226000,0.060000,-0.045000,0
OGLE-TR-56 b,OGLE-TR-56,0,1,1,15.44600000,1.00900000,-1.00900000,0,441.76500000,57.20700000,-57.20700000,0,1.228000,0.078000,,0
WASP-15 b,WASP-15,0,1,1,15.45721100,0.75100300,-0.65012200,0,175.12433000,13.03103000,-12.07754000,0,1.180000,0.140000,-0.120000,0
WASP-136 b,WASP-136,0,1,1,15.46839337,1.79343691,-1.79343691,0,479.92089457,25.42627256,-25.42627256,0,1.410000,0.070000,-0.070000,0
HAT-P-9 b,HAT-P-9,0,1,1,15.46842000,1.12090000,-1.12090000,0,247.27174000,26.37989000,-26.37989000,0,1.280000,0.100000,-0.100000,0
HD 209458 b,HD 209458,0,1,1,15.46842000,0.19055300,-0.19055300,0,226.93062000,5.40311000,-5.40311000,0,1.148000,0.040000,-0.040000,0
TOI-150.01,TOI-150,0,1,1,15.46842000,0.44836000,-0.44836000,0,556.20250000,44.49620000,-54.03110000,0,1.249000,0.069000,-0.115000,0
WASP-136 b,WASP-136,0,1,1,15.46842000,1.79344000,-1.79344000,0,479.92330000,25.42640000,-25.42640000,0,1.410000,0.070000,-0.070000,0
WASP-14 b,WASP-14,1,3,1,15.46842000,0.89672000,-0.89672000,0,2809.61720000,444.96200000,-444.96200000,0,1.620000,0.390000,-0.390000,0
WASP-159 b,WASP-159,1,1,1,15.46842000,1.00881000,-1.00881000,0,174.80650000,25.42640000,-25.42640000,0,1.410000,0.120000,-0.120000,0
WASP-24 b,WASP-24,1,3,1,15.46842000,1.79344000,-1.79344000,0,394.10920000,92.17070000,-92.17070000,0,1.430000,0.500000,-0.500000,0
WASP-77 A b,WASP-77 A,0,2,1,15.46842000,1.00881000,-1.00881000,0,727.83070000,104.88390000,-104.88390000,0,1.490000,0.320000,-0.320000,0
WASP-194 b,WASP-194,1,1,1,15.47960235,0.98639030,-0.98639030,0,373.13054982,84.22452786,-84.22452786,0,1.290000,0.080000,-0.080000,0
HATS-3 b,HATS-3,0,1,1,15.47962900,0.39231500,-0.39231500,0,340.39593000,43.22488000,-43.22488000,0,1.209000,0.036000,-0.036000,0
HATS-3 b,HATS-3,0,1,1,15.47962900,0.39231500,-0.39231500,0,349.61300000,57.20940000,-60.38770000,0,1.210000,0.040000,-0.040000,0
Kepler-8 b,Kepler-8,0,1,1,15.47962900,0.41473300,-0.41473300,0,187.51970000,38.13960000,-38.13960000,0,1.230000,0.070000,-0.070000,0
HATS-3 b,HATS-3,1,1,1,15.48000000,0.39200000,-0.39200000,0,340.38200000,43.22300000,-43.22300000,0,1.209000,0.036000,-0.036000,0
HATS-52 b,HATS-52,1,1,1,15.49083800,0.96397400,-0.96397400,0,711.93920000,47.67450000,-47.67450000,0,1.111000,0.054000,-0.054000,0
KELT-16 b,KELT-16,0,2,1,15.50202031,0.28022452,-0.28022452,0,861.31498297,50.85254512,-50.85254512,0,1.195000,0.044000,-0.044000,0
Kepler-91 b,Kepler-91,0,1,1,15.51300000,0.12300000,-0.60500000,0,279.68000000,54.03000000,-104.88000000,0,1.310000,0.100000,-0.100000,0
HATS-12 b,HATS-12,0,1,1,15.51325600,0.66133100,-0.66133100,0,759.61370000,27.65121000,-27.65121000,0,,,,
HATS-70 b,HATS-70,1,1,1,15.51325600,0.88551100,-0.82946600,0,4100.00700000,572.09400000,-508.52800000,0,1.780000,0.120000,-0.120000,0
WASP-4 b,WASP-4,0,1,1,15.51995468,0.09863903,-0.09863903,0,380.56773454,2.16123317,-2.16123317,0,0.930000,,,0
WASP-3 b,WASP-3,0,3,1,15.52400000,0.67300000,-0.67300000,0,559.36000000,25.43000000,-44.49000000,0,1.240000,0.060000,-0.110000,0
WASP-87 b,WASP-87,1,2,1,15.52446500,0.67254000,-0.67254000,0,692.86940000,47.67450000,-47.67450000,0,1.204000,0.093000,-0.093000,0
WASP-19 b,WASP-19,0,1,1,15.53600000,0.35900000,-0.35900000,0,371.21000000,7.31000000,-7.31000000,0,0.970000,0.020000,,0
CoRoT-5 b,CoRoT-5,1,1,1,15.55800000,0.51600000,-0.52700000,0,148.42000000,14.93700000,-7.62800000,0,1.000000,0.020000,-0.020000,0
TOI-3321 b,TOI-3321,1,1,1,15.55806521,0.78462865,-0.71737476,0,176.07693748,24.15495893,-23.83713052,0,1.041000,0.084000,-0.068000,0
CoRoT-5 b,CoRoT-5,0,1,1,15.55809200,0.51561400,-0.52682300,0,151.92274000,11.12405000,-11.12405000,0,1.000000,0.020000,-0.020000,0
WASP-13 b,WASP-13,0,1,1,15.56900000,0.50400000,-0.62800000,0,151.59900000,13.98400000,-15.57300000,0,1.090000,0.050000,,0
CoRoT-11 b,CoRoT-11,0,1,1,15.58051000,0.36989700,-0.36989700,0,791.39670000,85.81410000,-85.81410000,0,1.230000,0.030000,-0.030000,0
HD 209458 b,HD 209458,1,1,1,15.58051000,0.22418000,-0.22418000,0,232.01590000,12.71320000,-12.71320000,0,1.230000,0.090000,-0.090000,0
WASP-62 b,WASP-62,0,1,1,15.58051000,0.67254000,-0.67254000,0,180.52744000,13.66669000,-13.34886000,0,1.250000,0.050000,-0.050000,0
WASP-66 b,WASP-66,0,1,1,15.58051000,1.00881000,-1.00881000,0,753.25710000,44.49620000,-44.49620000,0,1.300000,0.070000,-0.070000,0
WASP-66 b,WASP-66,0,1,1,15.58051000,1.00881000,-1.00881000,0,737.36560000,41.31790000,-41.31790000,0,1.300000,0.070000,-0.070000,0
WASP-62 b,WASP-62,0,1,1,15.58100000,0.67300000,-0.67300000,0,181.15500000,12.71300000,-12.71300000,0,1.250000,0.050000,,0
WASP-66 b,WASP-66,0,1,1,15.58100000,1.00900000,-1.00900000,0,737.33500000,41.31600000,-41.31600000,0,1.300000,0.070000,,0
WASP-19 b,WASP-19,0,1,1,15.60292800,0.44836000,-0.44836000,0,339.76027000,12.07754000,-11.75971000,0,0.904000,0.040000,-0.040000,0
HAT-P-9 b,HAT-P-9,1,1,1,15.61413700,0.75100300,-0.72858500,0,238.05467000,20.34112000,-20.02329000,0,1.281000,0.057000,-0.056000,0
WASP-118 b,WASP-118,0,1,1,15.62534600,0.14571700,-0.14571700,0,165.27160000,57.20940000,-57.20940000,0,1.319000,0.035000,-0.035000,0
HAT-P-6 b,HAT-P-6,0,1,1,15.63655500,0.90792900,-0.90792900,0,337.85329000,18.11631000,-18.11631000,0,1.295000,0.069000,-0.069000,0
HATS-24 b,HATS-24,1,1,1,15.63655500,0.63891300,-0.63891300,0,718.29580000,54.03110000,-54.03110000,0,1.070000,0.032000,-0.046000,0
WASP-19 b,WASP-19,0,1,1,15.63655500,0.28022500,-0.28022500,0,354.06262000,12.71320000,-12.71320000,0,0.904000,0.045000,-0.045000,0
NGTS-27 b,NGTS-27,1,1,1,15.64773706,0.42594127,-0.39231432,0,188.47224535,30.19369866,-22.88364530,0,1.070000,0.060000,-0.060000,0
TOI-1333 b,TOI-1333,1,2,1,15.64776400,0.62770400,-0.60528600,0,753.25710000,76.27920000,-76.27920000,0,1.464000,0.076000,-0.079000,0
WASP-48 b,WASP-48,0,1,1,15.65000000,0.57000000,-0.57000000,0,288.00000000,27.00000000,-27.00000000,0,1.062000,0.075000,-0.075000,0
KELT-10 b,KELT-10,1,1,1,15.68139100,0.77342100,-0.54924100,0,215.80657000,12.39537000,-12.07754000,0,1.112000,0.055000,-0.061000,0
HAT-P-9 b,HAT-P-9,0,1,1,15.69000000,0.67000000,-0.67000000,0,247.90000000,28.60000000,-28.60000000,0,1.280000,0.130000,,0
Kepler-91 b,Kepler-91,0,1,1,15.69000000,0.45000000,-0.45000000,0,209.76000000,19.07000000,-19.07000000,0,,,,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,15.69257298,0.33626942,-0.44835923,0,1652.70771640,190.69704420,-222.47988490,0,,,,
HD 143811 AB b,HD 143811 A,1,2,1,15.69257298,1.12089807,-1.12089807,0,1938.75328270,222.47988490,-286.04556630,0,1.320000,0.080000,-0.080000,0
TOI-1295 b,TOI-1295,1,1,1,15.69257298,0.89671846,-0.89671846,0,451.31633794,25.42627256,-25.42627256,0,1.380000,0.080000,-0.080000,0
HAT-P-8 b,HAT-P-8,1,3,1,15.69260000,1.45717000,-1.45717000,0,406.82240000,85.81410000,-85.81410000,0,1.270000,0.410000,-0.410000,0
HAT-P-9 b,HAT-P-9,0,1,1,15.69260000,,,0,212.94610000,25.42640000,-25.42640000,0,1.280000,0.130000,-0.130000,0
